pmid,title,abstract,year,journal,doi,publication_date,authors,keywords,alignment_score,tfidf_alignment_score,is_outlier
41480507,Hip resection arthroplasty as a primary treatment of displaced neck fracture in non-ambulatory and fragile patients.,"Due to the increasing ageing population, femoral neck fracture (FNF) is a common and significant public health issue in the elderly, as it significantly impacts patients' quality of life, frequently leading to severe disability. Undoubtedly, hip replacement is the standard current of care for displaced FNF in this population, as it can provide pain relief and allow immediate return to mobility. However, hip arthroplasty may present severe specific complications, such as implant dislocation and infection, which may increase mortality and morbidity, especially in more frail patients. Therefore, in this particular population, alternative treatments should be considered. Girdlestone resection arthroplasty, which includes excision of the femoral head, is a salvage procedure which was first described for the management of chronic tuberculous coxitis, and then widely used in uncontrolled infected hip replacements. This article provides an updated outcome analysis of hip resection arthroplasty as a primary definitive treatment for FNF in frail non-ambulatory patients.",2025,World journal of orthopedics,10.5312/wjo.v16.i12.109985,2025-12-18,Dario Regis; Elisa Sartore; Edoardo Scomazzon; Romolo Borgese; Bruno Magnan; Elena M Samaila,Definitive treatment; Elderly; Excision arthroplasty; Femoral neck fractures; Frailty; Girdlestone; Hip resection arthroplasty; Non-ambulatory; Review,0.3930354679054783,0.07590656193659523,False
41480506,Ultrasound guided femoral nerve blocks as a compulsory pain protocol in femoral neck fractures.,"BACKGROUND: Femur fractures are one of the most serious injuries that occur in the older population and are associated with severe pain and increased mortality. The primary objective of this study was to find if there was a significant difference in pain scores in patients treated with femoral nerve blocks (FNB) compared with patients treated with the standard analgesia protocol. The secondary objective was to find if there was a significant difference in morbidity between the two groups. AIM: To evaluate the effectiveness of ultrasound (US)-guided FNB in managing preoperative pain and reducing morbidity in patients with neck femur fractures compared to the standard analgesia protocol. The study seeks to determine whether FNB offers superior outcomes in terms of pain control, rehospitalization rates, and mortality. METHODS: This retrospective cohort study included 1577 patients suffering from neck femur fractures. 387 patients were treated with a FNB for pain management upon arrival at the emergency department, the rest were treated with standard analgesia. Pain was assessed from electronic medical records using the visual analogue scale (VAS) pre surgery, 12- and 24-hour post-surgery. To determine morbidity and mortality during hospitalizations and 6 months after, it was collected from electronic medical records. RESULTS: In a cohort of 1577 patients, those receiving US-guided FNB had significantly lower preoperative VAS pain scores (1.46 ± 2.49 vs 1.82 ± 2.59, P = 0.001), reduced rehospitalization rates (0.99 ± 1.96 vs 1.46 ± 2.34, P < 0.001), and lower mortality (16% vs 32%, P < 0.001) compared to standard analgesia. CONCLUSION: US guided FNB is more effective for pain management compared with standard analgesia. This method was also found to significantly reduce the risk of morbidity in those patients.",2025,World journal of orthopedics,10.5312/wjo.v16.i12.102402,2025-12-18,Yuri Klassov,Analgesia protocol; Femoral nerve block; Femur fracture; Hip fracture; Ultrasound guided,0.3616513785790546,0.07789739474772586,False
41480505,Inferior patella dislocation in an elderly patient after a fall: A case report.,"BACKGROUND: Inferior intra-articular patella dislocation is rare and comprises horizontal (type 1) and the more common vertical (type 2) dislocations in young and elderly patients respectively. In this case report, we describe a case of an elderly patient who presented with a type 2 dislocation after a fall. The mechanisms of inferior patella dislocation, their classification, key imaging features and treatment options are discussed. CASE SUMMARY: A 75-year-old woman presented with a right knee fixed flexion deformity after a fall. Preoperative imaging confirmed a vertical intra-articular patella dislocation with a femoral trochlear osteochondral defect and lax though grossly intact patella tendon. Closed reduction was performed under general anaesthesia. Knee arthroscopy confirmed the presence of a femoral trochlear osteochondral defect whose edges were subsequently smoothed and there was debridement of scant debris with thorough irrigation of the joint. Postoperative imaging demonstrated anatomical alignment, however, there was a new nondisplaced medial femoral trochlear. The patient however was able to mobilise well in a range of motion brace set at 0-30 degrees and was discharged 1-day post operatively. CONCLUSION: Inferior patella dislocation is rare and this article highlights its types and imaging features which determine the most appropriate management.",2025,World journal of orthopedics,10.5312/wjo.v16.i12.111602,2025-12-18,Joshua R Brooks; Alex G Pitman; Philip Lucas; Donald P Cawthorne; Stuart W T Wade,Case report; Dislocation; Inferior dislocation; Intra-articular dislocation; Knee; Patella,0.3256358785841641,0.0687420778700183,False
41480504,Percutaneous anterior talofibular ligament repair: A new technique for chronic ankle instability.,"BACKGROUND: The anterior talofibular ligament (ATFL) is the most commonly injured ligament in ankle sprains. While most individuals recover with conservative management, some patients develop persistent pain and instability from chronic ATFL tears. Surgical repair is often required, and minimally invasive techniques are gaining popularity. AIM: To evaluate the clinical outcomes of a novel, totally percutaneous (TP) modified Broström repair (MBR) for chronic ATFL insufficiency in a cohort of patients who failed conservative treatment. METHODS: This retrospective study analyzed 20 patients (14 males, 6 females; mean age, 28.7 years) who underwent TP-MBR between 2023 and 2024 at a tertiary trauma center. All patients had persistent pain and instability for at least 3 months despite conservative treatment. Diagnosis was confirmed by magnetic resonance imaging, arthroscopy, and stress testing. TP-MBR was performed using suture anchors and percutaneous ligament advancement. Functional outcomes were assessed using American Orthopaedic Foot and Ankle Society score and Karlsson score at a mean follow-up of 1.5 years. RESULTS: All procedures were completed successfully with no intraoperative complications. At a mean follow-up of 1.5 years, patients showed significant improvements in American Orthopaedic Foot and Ankle Society score (from 39.85 to 84.4; P < 0.001) and Karlsson scores (from 43.8 to 87.4; P < 0.001). All patients returned to pre-injury activity levels with resolution of instability. The technique resulted in minimal tissue trauma, reduced operative time, accelerated recovery, and excellent cosmetic outcomes. No recurrences or major complications occurred. CONCLUSION: TP-MBR is a safe and effective alternative to open Broström repair for chronic ATFL tears. It offers the benefits of a minimally invasive approach, including less trauma and faster rehabilitation, making it a valuable option for appropriately selected patients.",2025,World journal of orthopedics,10.5312/wjo.v16.i12.114166,2025-12-18,Mohamed M Elalfy; Osama M Embaby; Mahmoud M Mekkawy; Ameer A Sayed; Mohammed H Abushal,Ankle arthroscopy; Ankle instability; Anterior talofibular ligament tear; Chronic ankle sprain; Percutaneous Broström; Retrospective study,0.4133601238796231,0.08844422258740103,False
41480503,"Intertwined roles of microRNA-155 and metformin in osteoarthritis: Novel potential diagnostic, prognostic, and therapeutic modulators.","Osteoarthritis (OA) is a chronic joint disease characterized by cartilage degradation, synovial inflammation, and subchondral bone remodelling. Despite its increasing prevalence, effective diagnostic, disease-limiting, and therapeutic strategies remain unattainable. Recent studies have recognized the involvement of microRNA-155 (miR-155) in the pathogenesis of OA and most of its risk factors while also identifying the antidiabetic drug metformin as a potential modulator of disease progression. MiR-155, a key endogenous regulator of the immune system, mechano-transduction, and multiple genetic pathways, interacts with OA targets of cellular energetic and circadian homeostasis, promoting systemic and local articular inflammation, cartilage matrix degradation, and chondrocyte apoptosis. Metformin, widely used for type 2 diabetes, has demonstrated anti-inflammatory, anti-oxidative, and chondroprotective properties in OA, mainly through its activation of adenosine monophosphate-activated protein kinase and inhibition of nuclear factor kappa-B signalling. Enthrallingly, metformin targets the same cellular pathways as miR-155 with emerging evidence also suggesting miR-155 expression modulation, indicating synergistic, potentially disease-modifying effects in OA. This review highlights the central role of miR-155 in OA pathophysiology and its potential as a biomarker for disease diagnosis and progression. MiR-155 targeting - through microRNA therapeutics (mimics/antagomiRs) and/or metformin - could pave the way for innovative treatments, including novel articular delivery systems and cell-based therapies.",2025,World journal of orthopedics,10.5312/wjo.v16.i12.110992,2025-12-18,Mantana Paisan; Konstantinos I Papadopoulos; Alexandra Papadopoulou; Weerapong Prasongchean; Phanphen Wattanaarsakit,Adenosine monophosphate-activated protein kinase; Cyclooxygenase 2; Glucagon-like peptide 1; Metformin; MicroRNA-155; Osteoarthritis; Renin-angiotensin aldosterone system,0.2747850137284129,0.05780382194439296,False
41480502,Evaluating the efficacy of extracorporeal shockwave therapy in postoperative rehabilitation after anterior cruciate ligament reconstruction: A meta-analysis.,"BACKGROUND: Recovering from anterior cruciate ligament (ACL) reconstruction can be challenging. While standard rehabilitation helps restore knee function, many patients still face a slow or incomplete recovery. Extracorporeal shockwave therapy (ESWT) has recently gained attention as a potential way to speed up healing and improve outcomes when added to traditional rehab. AIM: To explore whether combining ESWT with standard postoperative rehabilitation truly leads to better recovery compared with rehab alone. METHODS: A systematic review and meta-analysis were conducted using the Preferred Reporting Items for Systematic reviews and Meta-Analyses guidelines, evaluating participant status following ACL reconstruction with standard rehabilitation and without augmented ESWT. This meta-analysis included six studies (five randomized controlled trials, one non-randomized clinical study). The outcome measures were the Lysholm score, International Knee Documentation Committee score, visual analog score, and KT-1000 measurements. To compare the control and intervention groups, the weighted mean differences were calculated along with the 95% confidence intervals. The heterogeneity of the studies and publication bias were analyzed. RESULTS: ESWT modestly improved Lysholm scores (weighted mean difference: 3.72; 95% confidence interval: -0.27 to 7.71) with high heterogeneity ( I 2 : 96%, P < 0.001) when compared with standard rehabilitation. Focused ESWT showed greater benefits compared with radial ESWT. No significant differences were found in the International Knee Documentation Committee scores, visual analog score, or KT-1000 measurements. Substantial variability and publication bias were noted. CONCLUSION: ESWT improved Lysholm scores but did not show other significant benefits. Due to the limited evidence, further standardized, placebo-controlled trials are needed to confirm its effectiveness in ACL reconstruction.",2025,World journal of orthopedics,10.5312/wjo.v16.i12.110324,2025-12-18,Maryam Salimi; Alireza Keshtkar; Seyedarad Mosalamiaghili; Walter Lowe; Aamir Ahmad; Arash Sharafatvaziri,Anterior cruciate ligament; Anterior cruciate ligament reconstruction; Extracorporeal shock wave therapy; Rehabilitation,0.34769977039229066,0.12661003398569043,False
41480501,Efficacy of intradiscal autologous platelet-rich plasma injection in chronic lumbar disc prolapse: A quasi-experimental study.,"BACKGROUND: Low back pain is a major cause of disability worldwide, with intervertebral disc degeneration contributing to nearly 40% of cases. Conventional treatments focus on symptom relief without addressing the underlying degeneration. Platelet-rich plasma (PRP), a regenerative therapy rich in growth factors, offers potential therapeutic benefits through growth factor-mediated mechanisms, though clinical evidence is limited. AIM: To evaluate the efficacy of intradiscal autologous PRP injection in reducing pain and improving function in patients with chronic lumbar disc prolapse. METHODS: This pilot quasi-experimental study was conducted in tertiary care centre between July 2022 and June 2024. The study involved comparing the outcomes between group A ( n = 17) who failed to respond to conservative treatment measures and received intradiscal PRP injection with group B ( n = 22) who responded to conservative treatment. Visual Analogue Scale (VAS) and Functional Rating Index (FRI) scores were recorded at baseline, 3 weeks, and 6 weeks for both the groups. RESULTS: Forty patients were enrolled in the study. The PRP group demonstrated significant improvement in VAS and FRI scores compared to baseline. While both groups improved from their respective baselines, direct between-group comparisons are limited by baseline differences in symptom severity. Patients who failed conservative trial showed significant improvement following PRP intervention, with outcomes approaching those observed in physiotherapy responders. CONCLUSION: Intradiscal PRP injection significantly improved pain and function in patients with lumbar disc disease, with clinical improvements that approached the level observed in physiotherapy responders, despite baseline differences in symptom severity. PRP shows promise as an effective treatment for lumbar disc pathology; however, these preliminary findings are limited by the small sample size and short follow-up, warranting larger trials with long-term evaluation.",2025,World journal of orthopedics,10.5312/wjo.v16.i12.110530,2025-12-18,Prabu Mounisamy; Anirudh Dwajan; Dibyajyoti Sahoo; Naveen Jeyaraman; Sathish Muthu; Swaminathan Ramasubramanian; Madhan Jeyaraman,Chronic low back pain; Functional Rating Index; Functional outcome; Intradiscal injection; Lumbar disc herniation; Platelet-rich plasma; Regenerative therapy; Visual Analogue Scale,0.3397678681146645,0.07970316363420037,False
41480500,Enhancing long-term fixation in thoracolumbar injuries: From screw design to bone quality optimization.,"Pedicle screw fixation remains the gold standard for stabilizing unstable thoracolumbar fractures. However, ensuring long-term instrumentation stability continues to challenge both surgeons and implant designers. The study by Bokov et al contributes significantly to this discussion, identifying predictors of pedicle screw loosening such as low bone radiodensity, longer fixation constructs, and extensive decompression. Adjunctive strategies - auxiliary posterior fusion, anterior column reconstruction, and intermediate screw usage - support an individualized, biomechanically sound surgical plan. In this article, we explore the clinical relevance of these findings within spinal trauma care. We emphasize the role of preoperative bone quality assessment, including computed tomography-based Hounsfield unit analysis and magnetic resonance imaging-derived vertebral bone quality score, as modifiable predictors of long-term outcomes. We also discuss innovations in screw design, surface coatings, and patient-specific planning to reduce failure risk. Furthermore, emerging technologies such as finite element modeling and 3D-printed instrumentation may refine patient-specific strategies. By integrating biomechanical principles with personalized surgical planning, future approaches may enhance fixation durability. Ultimately, aligning mechanical stability with biological sustainability is critical to reducing implant failure in complex thoracolumbar trauma cases.",2025,World journal of orthopedics,10.5312/wjo.v16.i12.112406,2025-12-18,Musa Ergin; Süha A Aktaş,Bone quality; Finite element modeling; Pedicle screw loosening; Spinal fixation; Thoracolumbar fractures,0.41509911577514286,0.10583908351550309,False
41480499,Platelet rich plasma applications in orthopedics: A review of recent advances.,"Platelet-rich plasma (PRP) therapy has gained prominence in orthopedics as a regenerative approach that utilizes autologous platelets enriched with growth factors to facilitate tissue healing. Innovations such as protein-enriched filtered PRP and the integration of PRP with biomaterials, including 3D-printed scaffolds and bioactive molecules like kartogenin, have been developed to enhance outcomes in cartilage and bone repair. Clinical studies have demonstrated the efficacy of PRP in managing conditions such as knee osteoarthritis, rotator cuff tendinopathy, and lateral epicondylitis, often showing superior long-term benefits compared with conventional treatments. Emerging therapies that combine PRP with mesenchymal stem cells and peptide-based treatments have shown synergistic effects, further enhancing tissue regeneration and functional recovery. Despite these promising developments, variability in PRP preparation methods and application protocols underscores the need for standardized guidelines and large-scale clinical trials to fully establish the role of PRP in orthopedic practice.",2025,World journal of orthopedics,10.5312/wjo.v16.i12.110377,2025-12-18,Arnav Pankaj Rathod; Yogesh Rathod; Rajendra Baitule; Ganesh Pundkar; Hrishikesh Saodekar,Cartilage repair; Osteoarthritis; Platelet-rich plasma; Regenerative medicine; Tendinopathy,0.38002791917605383,0.09759786133396227,False
41480498,Outcomes of the conservative hip preservation treatment in patients with osteonecrosis of the femoral head: With 4-year follow-up.,"BACKGROUND: Osteonecrosis of the femoral head (ONFH) is a prevalent clinical condition, and as the affected population becomes younger and more widespread, an increasing number of patients prefer to retain their own hip joints. In comparison to joint replacement and hip-preserving surgeries, conservative hip preservation treatment is gaining more recognition from both clinicians and patients. AIM: To observe the clinical efficacy and influencing factors of conservative hip preservation treatment for patients with ONFH. METHODS: A total of 73 patients (119 hips) were included, and patients were grouped based on Association Research Circulation Osseous (ARCO) stage, Japanese Investigation Committee (JIC) classification, lesion size, and collapse degree. The clinical efficacy of conservative hip preservation treatment was evaluated from two aspects: Radiological progression and clinical functional scores [Harris Hip Score, Western Ontario and McMaster Universities Arthritis Index (WOMAC), international Hip Outcome Tool 12 (iHOT-12), and visual analogue scale (VAS)]. Analyzing the success rate of conservative hip preservation based on conversion to total hip arthroplasty or hip preservation surgery. RESULTS: In this retrospective cohort study, we retrospectively analyzed 73 patients (119 hips) with an average follow-up time of 53.58 ± 26.80 (18-129) months. The overall success rate of hip preservation is 90.76%. The success rates of hip preservation in ARCO I-II, IIIa, and IIIb were 97.67%, 91.53%, and 70.59%, respectively ( P < 0.05). The success rates of hip preservation for JIC A-B, C1, and C2 were 93.37%, 92.59%, and 77.78%, respectively ( P < 0.05). The success rates of hip preservation with collapse degree ≤ 2 mm and > 2 mm were 94.12% and 70.59%, respectively ( P < 0.05). There was no significant difference in the success rate of hip preservation between different lesion sizes. In terms of clinical function, the Harris Hip Score, WOMAC, iHOT-12, and VAS scores at the last follow-up were significantly better than before treatment ( P < 0.05). The VAS scores of ARCO IIIa and IIIb were significantly worse than those of ARCO I and II ( P < 0.05). The iHOT-12, WOMAC, and VAS scores were significantly better with the lesion size < 15% ( P < 0.05). In terms of radiological results, there was significant progress in ARCO staging and collapse degree after conservative hip preservation treatment, but there was no significant difference in JIC classification and lesion size. CONCLUSION: Conservative hip preservation treatment can effectively treat ONFH, prevent the progression of the necrosis, and significantly improve the clinical function of patients. The radiological staging and lesion size at the initial visit may help determine the prognosis of conservative hip preservation treatment.",2025,World journal of orthopedics,10.5312/wjo.v16.i12.110291,2025-12-18,Wen-Huan Chen; Chen Zhuang; Wei-Jie Guo; Wen-Xuan Guo; Wei He; Yu Pan,Conservative; Hip preservation treatment; Nonsurgical; Osteonecrosis of the femoral head; Survival with collapse,0.4363002988370728,0.10483220473066177,False
41480497,Comparative study between combined oblique and vertical everting running stitch and the conventional suturing technique.,"BACKGROUND: Wound management is an essential part of emergency medicine practice. A good suture technique should deal a complex irregular traumatic wound without any complications of dehiscence/gaping, infection, delayed wound healing, frequent dressings and further stay in hospital. There is no ideal technique of suturing for any wound. In pursuit of the new techniques, we have introduced a new suturing technique called combined oblique and vertical everting running (COVER) stitch which has showed good healing with less complications. AIM: To compare the outcomes between the COVER stitch and conventional suturing group. METHODS: In this study, we included 40 cases which were divided into two groups. Group 1 patients were managed by COVER stitch, and group 2 patients underwent conventional suturing for their wounds. The outcomes were measured in terms of scar quality, suturing duration and length of suture material used, suturing related complications and suture removal time which were compared by t -test using χ 2 test. RESULTS: Better results were seen in COVER stitch than the conventional suturing. COVER group had significantly better results in terms of time taken for suture, amount suture material used and time taken for suture removal compared to the conventional group. No wound related complications were seen in this group. Moreover, scar formed was also better in COVER group. CONCLUSION: COVER stitch is another new technique which can be used to deal simple to complex wounds and it is an emerging idea with good healthy scars with less complications.",2025,World journal of orthopedics,10.5312/wjo.v16.i12.112435,2025-12-18,Mohammed Sadiq; Sharon Rose Neerudi; Rohith Reddy Kasam; Sai Pradeep Koribilli; V Ratan Singh Naik; B Devandra Naik; Praveen Kumar Singh; Anudeep Manne; Uday Kumar Kothalanka; Anil Kumar Mettu; Keerthi Nunnabatla; Shiva Kumar Ale; Kiran Kumar Mallepogu; Shyam Prasad Bebartta,Combined oblique and vertical everting running stitch; Everting; Horizontal mattress; Running vertical mattress; Vertical mattress; Wound,0.2882424891200392,0.050296640312404904,False
41355839,Osteoporosis and fragility fractures in patients with acromegaly: A two-center cross-sectional study.,"BACKGROUND: Acromegaly, a disease of excess growth hormone, is known to alter bone structure and increase the risk of osteoporosis and fractures. This study aimed to assess the prevalence of vertebral, non-vertebral, and hip fragility fractures, as well as osteoporosis, in a cohort of patients with acromegaly. AIM: To assess the prevalence of vertebral fragility fractures, non-vertebral fragility fractures, hip fragility fractures, and osteoporosis in patients diagnosed with acromegaly. METHODS: Data were collected on age, sex, body mass index (BMI), time from diagnosis of acromegaly, insulin-like growth factor (IGF-1) levels, disease control, pharmacological management, risk factors for osteoporosis, vertebral fragility fractures, non-vertebral fragility fractures, hip fragility fractures, and osteoporosis. RESULTS: A total of 124 patients with acromegaly were included (67 men and 57 women). The mean age at diagnosis was 44 ± 12 years; the mean time from diagnosis was 12 ± 8 years; and the mean BMI was 27 ± 4 kg/m². Fragility fractures were found in 27 patients (21%). There were no significant differences in the presence of osteoporosis or fragility fractures according to age, sex, BMI, duration of acromegaly, or IGF-1 levels at diagnosis. A higher percentage of patients with osteoporosis were treated with somatostatin analogs compared to those without osteoporosis (46% vs 15%; P < 0.05). CONCLUSION: A high prevalence of osteoporosis and fragility fractures was found in patients with acromegaly, regardless of age, sex, BMI, time from diagnosis, IGF-1 levels, and disease control. More patients with osteoporosis were treated with somatostatin analogs compared to those without osteoporosis. Taken together, our results suggest that the severity of the disease and the need for second-line therapies, may be associated with the increased risk of osteoporosis.",2025,World journal of orthopedics,10.5312/wjo.v16.i11.110420,2025-11-18,Mauricio Alvarez; Juliana Rincon; Maria Mercedes Ulloa; Oswaldo Rincon; Liliana Mejia; Alejandra Alvarado; Andres Pereira; Mónica Bernal,Acromegaly; Bone density; Growth hormone-secreting pituitary adenoma; Osteoporosis; Pituitary gland; Spinal fractures,0.33327232662994233,0.0832605207069403,False
41355838,Bilateral sleeve fracture of the superior pole of the patella in a healthy adult: A case report.,"BACKGROUND: Sleeve fracture of the patella is an unusual fracture, almost unique to children. The majority of sleeve fractures involve the inferior patellar pole. However, sleeve fractures of the superior pole of the patella are extremely rare in adults. CASE SUMMARY: An 18-year-old male patient fell while running in the morning. The patient had tenderness to palpation at the superior pole of the patella, with a palpable gap over the upper part of the patella in both knees. We applied two 4.5-mm suture anchors with the Krackow stitch to repair the sleeve fracture, augmented by autogenous gracilis through performing the figure-of-eight technique. The patient regained approximately the full range of motion of the knee joint without any quadriceps weakness and a normal gait 6 weeks after surgery. CONCLUSION: Sleeve fractures of the superior pole of the patella are extremely rare in adults, especially bilateral sleeve fractures. Suture anchors, augmented by autogenous gracilis, provided secure fixation and achieved excellent results in this rare injury.",2025,World journal of orthopedics,10.5312/wjo.v16.i11.110173,2025-11-18,Wen-Ping He; Ci-Meng Ren; Feng Luo; Li Chen; Wen-Tao Wang; Bing-Tao Qiu; Xiao-Cao Zhang; Hai-Tao Chen,Adult; Case report; Patella; Sleeve fracture; Superior pole; Suture anchors,0.2863064448744024,0.0784584182659957,False
41355837,Correlation between Kellgren-Lawrence classification of osteoarthritis and Knee Injury and Osteoarthritis Outcome Score.,"BACKGROUND: Osteoarthritis (OA) is a common degenerative joint disease that considerably affects the quality of life (QoL) of individuals, especially the elderly. The Kellgren-Lawrence (KL) grading system assesses the severity of OA through radiographic evaluation, whereas the Knee Injury and Osteoarthritis Outcome Score (KOOS) measures clinical symptoms and functional status. AIM: To analyze the relationship between KL grades and KOOS to elucidate the association between radiographic severity and clinical manifestations of knee OA. METHODS: A cross-sectional study was performed at King Fahd Hospital of the University, involving 164 adult patients diagnosed with knee OA. Patients were evaluated using the KL system, based on standing knee X-rays performed within the last six months. The KOOS questionnaire was utilised for clinical assessment, evaluating five domains: (1) Pain; (2) Symptoms; (3) Activities of daily living; (4) Sport and recreation function; and (5) Knee-related QoL. Analysis of variance was utilised to examine variations in KOOS domain scores among different patient variables. The correlations between KOOS domains were determined using Pearson's correlation. RESULTS: KOOS scores demonstrated a significant decline in patients with elevated KL grades, with Grade 4 exhibiting the lowest scores and grade 1 the highest ( P < 0.001). The correlation between pain and activities of daily living was strong ( r = 0.871, P < 0.001), as was the correlation with knee-related QoL ( r = 0.754, P < 0.001). Notable age-related disparities were observed, as older patients (≥ 60 years) indicated poorer pain and functional outcomes. Gender differences were noted exclusively in symptoms, with females exhibiting lower scores than males ( P = 0.022). CONCLUSION: The association between radiographic severity and clinical impact is shown by the substantial correlation between KL grading and KOOS results, especially in later stages of OA. The results highlight the necessity for thorough assessments that integrate radiographic and clinical evaluations for individualized therapy choices for OA patients.",2025,World journal of orthopedics,10.5312/wjo.v16.i11.111953,2025-11-18,Ali Saad Alshahrani; Abdullah Bader Aljaffar; Baqir Jafar Albin Ahmed; Mohammad Waleed Altabash; Zaid A Dajani; Ali Hussein Alamer; Abdulaziz Jamal Alzawad; Fawaz Alanii; Mohammad M Alzahrani,Function level; Kellgren-Lawrence; Knee injury; Osteoarthritis; Pain severity,0.4147027322678942,0.10520879859654406,False
41355836,Enhancing orthopaedic competency through simulation: A student-centered approach to bridge educational gaps.,"BACKGROUND: Orthopedic training, one of the most useful but under-represented specialties in undergraduate medical curricula, has some difficulties in clinical teaching. AIM: To determine if simulation-based learning (SBL) was effective in enhancing procedural accuracy, skill confidence, and knowledge recall in final-year medical students. METHODS: This was a cross-sectional observational study performed in the Department of Orthopaedics in a tertiary care teaching hospital with simulation training facilities. The trial was conducted over 2 months (January 2025-February 2025) and was designed to determine the effect of SBL on procedural skills, knowledge retention, and self-perceived confidence in a group of final-year medical students. The inclusion criterion was undergraduate medical students in their final year who had clinical postings in orthopedics. Convenience sampling was used to recruit 106 students. The sample size was estimated to achieve a post-training 50% improvement ratio in procedural accuracy, a confidence interval of 95%, and an absolute precision of 10%. The simulation sessions included exercises with synthetic bone models, cast equipment, and procedural packs [orthopedic skills: (1) Closed fracture reduction; (2) Application of plaster; and (3) Traction]. Each session consisted of an instructor-led demonstration, practice under supervision, and immediate feedback. RESULTS: In our study involving 106 final-year medical students, SBL significantly improved procedural accuracy with scores rising from 62.5% to 84.9% ( P < 0.001). Knowledge retention also improved markedly with post-test scores increasing from 63.4% to 78.2% ( P < 0.001). Self-reported confidence levels showed a substantial gain, increasing from 4.6 to 8.2 on a 10-point scale. Prior simulation exposure and academic performance ≥ 75% were significantly associated with higher post-training accuracy. Gender had no significant influence on outcomes. CONCLUSION: The current study attested to the value of SBL in the enhancement of procedural skills, knowledge retention, and self-confidence of final-year medical students in orthopedics.",2025,World journal of orthopedics,10.5312/wjo.v16.i11.110251,2025-11-18,Mithun Manohar; Preethi Selvaraj; Pradeep Selvaraj; Naveen Jeyaraman; Sathish Muthu; Madhan Jeyaraman,Medical education; Medical students; Orthopedic education; Procedural accuracy; Simulation-based learning,0.4094436673704396,0.11966590181863529,False
41355835,Targeting neutrophil extracellular traps: A novel strategy for treating heterotopic ossification.,"In this article, we make a comment on the recent article by Sun et al , focusing on the advances of neutrophil extracellular traps (NETs) formation in common osteoarticular diseases. Neutrophils are the first line to eliminate invading pathogens including fungal and bacterial infections via releasing hydrolytic enzymes and reactive oxygen species. Besides, neutrophils will accumulate at the inflammatory site and release NETs, which are composed of histones, DNA and granular proteins. Traumatic heterotopic ossification (THO) was generally believed to develop through four stages: Inflammation, chondrogenesis, osteogenesis, and bone maturation. Thus, it can be seen that THO was related to inflammation and bone formation. Apart from immune and infectious diseases, recent studies have also shown that NETs play a significant role in the pathogenesis of THO. This article focuses on elaborating the role of NETs in the onset of THO, discussing the existing problems in the current research and outlining future directions.",2025,World journal of orthopedics,10.5312/wjo.v16.i11.111242,2025-11-18,Chen-Yu Song; Hong-Ping Yu; Fei-Yan Mu; Jing-Shun Lu; Min Yang; Meng-Han Chang; Kai-Yang Wang,Heterotopic ossification; Molecular mechanisms; Neutrophil; Neutrophil extracellular traps; Research progress; Therapeutic strategy,0.30071899522533024,0.08828181290130345,False
41355834,Etiology of total knee arthroplasty failure and functional outcome of revision knee arthroplasty.,"BACKGROUND: Total knee arthroplasty (TKA) is a widely used treatment for advanced knee osteoarthritis; however, the incidence of failures requiring revision surgery is increasing. Identifying the causes of TKA failure and assessing the outcomes of revision procedures are essential for improving patient care. We hypothesized that infection and aseptic loosening are the primary causes of TKA failure and that revision TKA (rTKA) significantly enhances functional outcomes. AIM: To examine the primary causes of TKA failure and evaluate the functional outcomes following rTKA. METHODS: This descriptive study was conducted at the Department of Orthopedic Surgery, Civil Hospital, Bahawalpur, from April to September 2024. A total of 118 patients undergoing rTKA for failed primary TKA were included. Data on demographics, causes of failure, and surgical details were collected. Functional outcomes were evaluated using the Knee Society Score and Visual Analog Scale before and six months after surgery. Statistical analysis was performed using SPSS version 25.0, with statistical significance set at P < 0.05. RESULTS: The leading causes of TKA failure were infection (45.8%), aseptic loosening (44.1%), and periprosthetic fractures (10.2%). The rTKA significantly improved knee function, with the mean Knee Society Score increasing from 39.43 ± 6.18 to 78.91 ± 6.17 ( P < 0.001). Pain levels decreased substantially, with the mean Visual Analog Scale scores reducing from 7.99 ± 1.37 to 1.42 ± 1.17 ( P < 0.001). No significant differences in outcomes were observed between single-stage and two-stage revision procedures. CONCLUSION: Infection and aseptic loosening are the predominant causes of TKA failure. The rTKA effectively enhances knee function and alleviates pain, offering significant benefits to patients.",2025,World journal of orthopedics,10.5312/wjo.v16.i11.111857,2025-11-18,Syed Muhammad Tayyab Hassan; Shahid Hussain; Shafqat Wasim; Tauseef Raza; Naveed Khan; Syed Abdur Rub Abidi; Kashif Anwar; Hamdoon Suharwardy Asim; Elham Shenawa,Aseptic loosening; Functional outcomes; Infection; Knee Society Score; Revision surgery; Total knee arthroplasty; Visual Analog Scale,0.40849250652468083,0.09457586036145986,False
