pmid,title,abstract,year,journal,doi,publication_date,authors,keywords,alignment_score,tfidf_alignment_score,bertopic_topic_id,bertopic_is_noise,bertopic_topic_keywords,bertopic_topic_label,is_outlier
37970623,Vancomycin flushing syndrome in orthopaedic practice: A case report.,"BACKGROUND: Vancomycin flushing syndrome (VFS), also known as red man syndrome, is an allergic reaction to vancomycin. It typically presents as a rash on the face, neck, and upper torso after intravenous administration of vancomycin. VFS is blamed on rapid intravenous infusion of vancomycin during management and rarely happens after local use. A review of the literature showed that in the last 23 years, 4 such cases have been reported. Here, we add another case of VFS developed after slow local absorption of vancomycin in cement beads. CASE SUMMARY: A 44-year-old male with a known case of hypertension, no history of allergies to medications, and a history of chronic osteomyelitis of the right tibia with discharging sinus over the anterolateral aspect of the leg. The pus culture grew Staphylococcus aureus , which was sensitive to clindamycin and vancomycin. The patient underwent irrigation and debridement with the placement of vancomycin cement beads made from 4 g of vancomycin powder and 40 g of polymethyl methacrylate. Three hours postoperatively, the patient developed a pruritic, erythematous, macular rash predominantly on his face, neck, chest, and lower extremities and to a lesser extent his upper extremities. A diagnosis of VFS was made and was successfully treated with cetirizine (10 mg, oral) and methylprednisolone sodium succinate (125 mg, intravenous). The patient continued to have itching with a facial rash for 12 h with gradual improvement. A decision was made to not remove the beads as the patient continued to improve. Gradually, the rash disappeared after 96 h with no further sequela. CONCLUSION: VFS can occur not only after rapid intravenous injection of vancomycin but also with local release, as in our case. As orthopaedic surgeons routinely use vancomycin with polymethyl methacrylate in chronic osteomyelitis and revision arthroplasty, they should be aware of such a complication occurring.",2023,World journal of orthopedics,10.5312/wjo.v14.i10.771,2023-10-18,Fawaz M Al-Anii; Mir Sadat-Ali; Khalid Waleed Al-Tabash; Ahmad I AlMulhim; Sulaiman A AlMousa; Abdulaziz M AlHawas,Anaphylactic reactions; Case report; Red man syndrome; Vancomycin; Vancomycin flushing syndrome,0.1267589722079632,0.07576822248816362,3,False,infection; pji; antibiotic; patients; infections,"Topic 3: infection, pji, antibiotic",True
37662667,Scientific publications on orthopedic surgery from three major East Asian countries (2012-2021).,"BACKGROUND: East Asia is the most dynamic region in the world and includes three major countries: Japan, South Korea and China. Due to rapid economic growth, orthopedics research in East Asia has achieved great advances during the past 10 years. However, the current status of orthopedic research in Japan, South Korea and China is still unclear. AIM: To understand the current status of orthopedic research in Japan, South Korea, and China. METHODS: Journals listed in the ''Orthopedics'' category of Science Citation Index Expanded subject categories were included. The PubMed and Web of Knowledge electronic databases were searched to identify scientific publications from the selected journals written by researchers from Japan, South Korea and China. A systematic analysis was conducted to analyze orthopedic research articles published in the three countries based on the number of articles, study design, impact factors (IFs) and citations. Furthermore, we also ranked the top 10 countries worldwide with the highest publications in the past 10 years. Additionally, we ranked the top 10 countries with the highest number of publications in the world in the past 10 years. Statistical analyses were performed using SPSS 20.0 software (SPSS Inc., Chicago, IL, United States), and statistical results are given in Tables and Figures. The Kruskal-Wallis test and the Mann-Whitney test were used to detect differences between countries. The tendency regarding the number of articles was analyzed by curvilinear regression. A two-tailed P < 0.05 was considered significant. RESULTS: From 2012-2021, a total of 144518 articles were published in the 86 selected orthopedic journals. During this period, the number of worldwide published orthopedic articles has shown an annual increasing trend. A total of 27164 orthopedic research articles were published by Japan, South Korea and China during the past 10 years; 44.32% were from China, 32.98% were from Japan, and 22.70% were from South Korea. From 2012 to 2021, the annual number of articles markedly increased in each of the three countries. Over time, the worldwide share of articles increased substantially in South Korea (3.37% to 6.53%, P < 0.001) and China (5.29% to 9.61%, P < 0.001). However, the worldwide share of articles significantly decreased in Japan (5.22% to 3.80%, P < 0.001). The annual total IFs of articles from China were well above those of articles from Japan and South Korea (36597.69 vs 27244.48 vs 20657.83, P < 0.05). There was no significant difference among the articles in the top 10 high-IF orthopedics journals published from those three countries [South Korea (800) > China (787) > Japan (646), P > 0.05]. CONCLUSION: Over the past 10 years, China's scientific publications in orthopedic journals have shown an increasing trend. Considering the relative scale of the populations, Japan and South Korea have outpaced China with respect to quality.",2023,World journal of orthopedics,10.5312/wjo.v14.i8.641,2023-08-18,Wei-You Chen; Xin Xiao; Cheng Pan; Fei-Hong Huang; Hong-Yuan Xu; Qing-Jun Wei; Hua Jiang,China; Japan; Medical publication; Orthopedics; Research; South Korea,0.6421532874208666,0.14981566374536928,4,False,covid19; orthopaedic; pandemic; orthopedic; ai,"Topic 4: covid19, orthopaedic, pandemic",True
37662661,"In vitro laboratory infection research in orthopaedics: Why, when, and how.","The musculoskeletal system involves multiple tissues which are constantly exposed to being exposed to various biological and mechanical stimuli. As such, isolating and studying a particular system from a complex human clinical environment is not always a realistic expectation. On top of that, recruitment limitations, in addition to the nature of orthopaedic interventions and their associated cost, sometimes preclude consideration of human trials to answer a clinical question. Therefore, in this mini review, we sought to rationalize the rapid evolution of biomedical research at a basic scientific level and explain why the perception of orthopaedic conditions has fundamentally changed over the last decades. In more detail, we highlight that the number of orthopaedic in vitro publications has soared since 1990. Last but not least, we elaborated on the minimum requirements for conducting a scientifically sound infection-related laboratory experiment to offer valuable information to clinical practitioners. We also explained the rationale behind implementing molecular biology techniques, ex vivo experiments, and artificial intelligence in this type of laboratory research.",2023,World journal of orthopedics,10.5312/wjo.v14.i8.598,2023-08-18,Konstantinos Tsikopoulos; Lorenzo Drago; Gabriele Meroni; Dimitrios Kitridis; Byron Chalidis; Fotios Papageorgiou; Paraskevi Papaioannidou,Biofilm; In vitro; Laboratory research; Methodology,0.5669897723548195,0.13930182587107298,4,False,covid19; orthopaedic; pandemic; orthopedic; ai,"Topic 4: covid19, orthopaedic, pandemic",True
37155512,Knowledge and attitudes of orthopedic surgeons regarding prosthesis joint infection.,"BACKGROUND: Periprosthetic joint infection (PJI) is a critical complication after joint arthroplasty and is accompanied by increasing rates of morbidity and mortality. Several studies have aimed at preventing PJI. AIM: To research the knowledge level and attitudes of orthopedic surgeons, who play a key role in both preventing and managing PJI. METHODS: We conducted a web-based survey to evaluate orthopedic surgeons' knowledge level and attitudes regarding PJI. The Likert scale survey utilized consisted of 30 questions which were prepared based on the ""Proceedings of the International Consensus on Periprosthetic Joint Infection"". RESULTS: A total of 264 surgeons participated in the survey. Their average age was 44.8, and 173 participants (65.5%) had more than 10 years of experience. No statistically significant relationship was found between the PJI knowledge of the surgeons and their years of experience. However, participants who worked in training and research hospitals demonstrated higher levels of knowledge than the ones in the state hospitals. It was also noticed that surgeons' knowledge concerning the duration of antibiotic therapy and urinary infections was not consistent with their attitudes. CONCLUSION: Even though orthopedic surgeons have adequate knowledge about preventing and managing PJI, their attitudes might contradict their knowledge. Future studies are required to examine the causes and solutions of the contradictions between orthopedic surgeons' knowledge and attitudes.",2023,World journal of orthopedics,10.5312/wjo.v14.i4.240,2023-04-18,Mahmut Nedim Aytekin; Imran Hasanoglu; Recep Öztürk; Nihat Tosun,Antibiotic prophylaxis; Periprosthetic joint infection; Prevention; Total joint replacement; Turkey,0.5247161420656061,0.10635571759204906,3,False,infection; pji; antibiotic; patients; infections,"Topic 3: infection, pji, antibiotic",True
36686282,Polydactyly: Clinical and molecular manifestations.,"Polydactyly is a malformation during the development of the human limb, which is characterized by the presence of more than the normal number of fingers or toes. It is considered to be one of the most common inherited hand disorders. It can be divided into two major groups: Non-syndromic polydactyly or syndromic polydactyly. According to the anatomical location of the duplicated digits, polydactyly can be generally subdivided into pre-, post-axial, and mesoaxial forms. Non-syndromic polydactyly is often inherited with an autosomal dominant trait and defects during the procedure of anterior-posterior patterning of limb development are incriminated for the final phenotype of the malformation. There are several forms of polydactyly, including hand and foot extra digit manifestations. The deformity affects upper limbs with a higher frequency than the lower, and the left foot is more often involved than the right. The treatment is always surgical. Since the clinical presentation is highly diverse, the treatment combines single or multiple surgical operations, depending on the type of polydactyly. The research attention that congenital limb deformities have recently attracted has resulted in broadening the list of isolated gene mutations associated with the disorders. Next generation sequencing technologies have contributed to the correlation of phenotype and genetic profile of the multiple polydactyly manifestations and have helped in early diagnosis and screening of most non-syndromic and syndromic disorders.",2023,World journal of orthopedics,10.5312/wjo.v14.i1.13,2023-01-18,Zisis Kyriazis; Panagoula Kollia; Ioanna Grivea; Nikolaos Stefanou; Sotirios Sotiriou; Zoe H Dailiana,Gene; Non-syndromic; Polydactyly; Postaxial; Preaxial; Syndromic,0.16970181633843762,0.09441194072487626,-1,True,patients; bone; treatment; results; methods,Noise,True
36439370,Genetics of congenital anomalies of the hand.,"Congenital anomalies of the hand are malformations occurring during the development of the human limb, and present as isolated disorders or as a part of a syndrome. During the last years, molecular analysis techniques have offered increasing knowledge about the molecular basis of hand malformations. Disturbances in the signaling pathways during the development of the upper limb result in malformations of the upper extremity. At present, several genes have been identified as responsible for hand anomalies and other have been recognized as suspect genes related to them. Different and new high throughput methods have been introduced for the identification of the gene mutations. In the current editorial, we summarize concisely the current molecular status of isolated hand genetic disorders and the recent progress in molecular genetics, including the genes related to the disorder. This progress improves the knowledge of these disorders and has implications on genetic counselling and prenatal diagnosis.",2022,World journal of orthopedics,10.5312/wjo.v13.i11.949,2022-11-18,Zisis Kyriazis; Panagoula Kollia; Ioanna Grivea; Sotirios Sotiriou; Zoe H Dailiana,Diagnosis; Disorders; Gene; Hand; Molecular; Mutation,0.1390164325371269,0.10928853005351888,-1,True,patients; bone; treatment; results; methods,Noise,True
36312521,Baishideng's Reference Citation Analysis database announces the first Journal Article Influence Index of 104 core journals and a list of high-quality academic journals in orthopedics.,"After three rounds of rigorous evaluation of core journals in orthopedics conducted by the Reference Citation Analysis ( RCA ) editorial team of Baishideng Publishing Group (Baishideng), the RCA database of Baishideng officially released the 2022 Journal Article Influence Index (2022 JAII ) of 104 core journals and a list of high-quality academic journals in orthopedics, for the first time on August 9, 2022. The list of 104 core journals can be found at: https://www.referencecitationanalysis.com/SearchJournal. Among them, the highest 2022 JAII is 55.015 and the lowest is 3.076. This article introduces the 21 high-quality academic journals and describes the calculation method for the 2022 JAII , the evaluation process, and the inclusion principles for journals in the RCA . These steps are the underpinning of the RCA 's empirical journal academic evaluation service by which the digital platform addresses the needs of authors to select reliable journals for submission, readers to select high-quality literature for reading, and editors to track their own journal citation performance. As such, the RCA core journal list will serve as a useful Find-a-Journal tool. Any interested party is welcome to use this journal list and recommend it to their peers.",2022,World journal of orthopedics,10.5312/wjo.v13.i10.891,2022-10-18,Jin-Lei Wang; Yu-Jie Ma; Li Ma; Na Ma; Diao-Mei Guo; Lian-Sheng Ma,Announcement; Find a journal; Journal Article Influence Index; Journal list; Orthopedics; Reference Citation Analysis,0.5606287872142863,0.2571288870953105,4,False,covid19; orthopaedic; pandemic; orthopedic; ai,"Topic 4: covid19, orthopaedic, pandemic",True
36189331,"Evolution of evidence in spinal surgery - past, present and future Scientometric analysis of randomized controlled trials in spinal surgery.","BACKGROUND: Spine surgery is evolving and in the due course of its evolution, it is useful to have a comprehensive summary of the process to have a greater understanding to refine our future directives. With the multiple domains of research in the spine, it has become difficult for a surgeon to find the potential hotspots in research or identify the emerging research frontiers. AIM: To analyze RCTs (1990-2019) for potential research domains along with their research networks and identify the hot topics for future research. METHODS: A comprehensive and systematic analysis of all the RCTs published on spinal surgery from 1990 to 2019 retrieved from the Web of Science Core Collection database. Scientometric and visual analysis of their characteristics, cooperation networks, keywords, and citations were made using CiteSpace software. Journal and article impact index were retrieved from Reference Citation Analysis ( RCA ) Database. RESULTS: A total of 696 RCTs were published on spinal surgery from 1990 to 2019; of which, the United States ( n = 263) and China ( n = 71) made a significant contribution. Thomas Jefferson University ( n = 16) was the leading contributor to RCTs on spinal surgery. Weinstein JN was the most cited author in the field followed by Deyo RA. Spine ( n = 559) remained the top-cited journal for RCTs on spinal surgery. On literature co-citation analysis, spinal stenosis, anterior cervical discectomy and fusion, degenerative disc disease, and minimally invasive decompression were identified as the hotspots and potential research frontiers. CONCLUSION: The identified hotspots that extending the frontiers in the management of degenerative disorders of the spine through further research holds the potential for advancement in spinal care.",2022,World journal of orthopedics,10.5312/wjo.v13.i9.853,2022-09-18,Sathish Muthu; Madhan Jeyaraman; Naveen Jeyaraman,Randomized controlled trials; Scientometrics; Spine surgery,0.5356059102388295,0.19341602681940157,2,False,spinal; pain; lumbar; patients; spine,"Topic 2: spinal, pain, lumbar",True
35949710,Reducing bacterial adhesion to titanium surfaces using low intensity alternating electrical pulses.,"BACKGROUND: Orthopedic implant-related infection remains one of the most serious complications after orthopedic surgery. In recent years, there has been an increased scientific interest to improve prevention and treatment strategies. However, many of these strategies have focused on chemical measures. AIM: To analyze the effect of alternating current electrical fields on bacterial adherence to titanium surfaces. METHODS: Staphylococcus aureus ( S. aureus ) and Escherichia coli ( E. coli ) were exposed to 6.5 V electrical currents at different frequencies: 0.5 Hz, 0.1 Hz, and 0.05 Hz. After exposure, a bacterial count was then performed and compared to the control model. Other variables registered included the presence of electrocoagulation of the medium, electrode oxidation and/or corrosion, and changes in pH of the medium. RESULTS: The most effective electrical model for reducing S. aureus adhesion was 6.5 V alternating current at 0.05 Hz achieving a 90% adhesion reduction rate. For E. coli , the 0.05 Hz frequency model also showed the most effective results with a 53% adhesion reduction rate, although these were significantly lower than S. aureus . Notable adhesion reduction rates were observed for S. aureus and E.coli in the studied conditions. However, the presence of electrode oxidation makes us presume these conditions are not optimal for in vivo use. CONCLUSION: Although our findings suggest electrical currents may be useful in preventing bacterial adhesion to metal surfaces, further research using other electrical conditions must be examined to consider their use for in vivo trials.",2022,World journal of orthopedics,10.5312/wjo.v13.i6.578,2022-06-18,Marti Bernaus; Jordi Guillem-Marti; Adrian Bermúdez-Castel; Jose Antonio Calero; Diego Torres; Margarita Veloso; Lluís Font-Vizcarra,Bacterial adhesion; Electrical fields; Metal surfaces; Orthopedic infection; Titanium,0.14232225407046806,0.0716262978084879,3,False,infection; pji; antibiotic; patients; infections,"Topic 3: infection, pji, antibiotic",True
35949707,Managements of osteoporotic vertebral compression fractures: A narrative review.,"Osteoporotic vertebral compression fractures (OVCFs) are the most common fragility fracture and significantly influence the quality of life in the elderly. Currently, the literature lacks a comprehensive narrative review of the management of OVCFs. The purpose of this study is to review background information, diagnosis, and surgical and non-surgical management of the OVCFs. A comprehensive search of PubMed and Google Scholar for articles in the English language between 1980 and 2021 was performed. Combinations of the following terms were used: compression fractures, vertebral compression fractures, osteoporosis, osteoporotic compression fractures, vertebroplasty, kyphoplasty, bisphosphonates, calcitonin, and osteoporosis treatments. Additional articles were also included by examining the reference list of articles found in the search. OVCFs, especially those that occur over long periods, can be asymptomatic. Symptoms of acute OVCFs include pain localized to the mid-line spine, a loss in height, and decreased mobility. The primary treatment regimens are pain control, medication management, vertebral augmentation, and anterior or posterior decompression and reconstructions. Pain control can be achieved with acetaminophen or nonsteroidal anti-inflammatory drugs for mild pain or opioids and/or calcitonin for moderate to severe pain. Bisphosphonates and denosumab are the first-line treatments for osteoporosis. Vertebroplasty and kyphoplasty are reserved for patients who have not found symptomatic relief through conservative methods and are effective in achieving pain relief. Vertebroplasty is less technical and cheaper than kyphoplasty but could have more complications. Calcium and vitamin D supplementation can have a protective and therapeutic effect. Management of OVCFs must be combined with multiple approaches. Appropriate exercises and activity modification are important in fracture prevention. Medication with different mechanisms of action is a critical long-term causal treatment strategy. The minimally invasive surgical interventions such as vertebroplasty and kyphoplasty are reserved for patients not responsive to conservative therapy and are recognized as efficient stopgap treatment methods. Posterior decompression and fixation or Anterior decompression and reconstruction may be required if neurological deficits are present. The detailed pathogenesis and related targeted treatment options still need to be developed for better clinical outcomes.",2022,World journal of orthopedics,10.5312/wjo.v13.i6.564,2022-06-18,Devon Patel; Jiayong Liu; Nabil A Ebraheim,Fragility fractures; Kyphoplasty; Osteoporosis; Osteoporotic vertebral compression fractures; Vertebral body; Vertebroplasty,0.5092793504725178,0.1148525419247546,-1,True,patients; bone; treatment; results; methods,Noise,True
35949706,"Content of blood cell components, inflammatory cytokines and growth factors in autologous platelet-rich plasma obtained by various methods.","BACKGROUND: The evaluation of the efficacy of platelet-rich plasma (PRP) in clinical practice yields conflicting results and raises numerous controversies. This may be due to different concentrations of biologically active components in PRP obtained with the use of different methods of gravity separation. AIM: To compare the content, repeatability and correlations between biologically active components in PRP obtained with four different commercial systems. METHODS: From a whole blood sample of each of 12 healthy male volunteers, 4 PRP samples were prepared using 4 different commercial kits [Arthrex Autologous Conditioned Plasma (ACP), Mini GPS III, Xerthra, Dr. PRP] in accordance with the instructions provided by the manufacturers. A comparative analysis of blood cell components - 13 selected inflammatory cytokines and 7 growth factors - in the obtained PRP samples was performed using the Kruskal-Wallis test by ranks. The repeatability of results in each method was evaluated by the estimation of the coefficient of variation. The Spearman correlation was used to estimate the relationship between blood cell content and cytokines. RESULTS: Significantly higher concentrations of platelets (PLT), white blood cells (WBC) and red blood cells (RBC) were found in PRP obtained with the use of Mini GPS III than in PRP obtained using other systems. Significant differences in the content of growth factors and cytokines in PRP were found. A positive correlation of the amount of PLT, RBC and WBC with the concentration of most of the growth factors was found but in only three inflammatory cytokines. The obtained correlations between blood cell components and cytokines differed between the systems in terms of statistical significance, which may be due to insufficient sample size. The repeatability of the obtained PLT concentration also varied between protocols with the lowest in Xerthra and the highest in Arthrex ACP. CONCLUSION: Significant differences in the content of biologically active components and their repeatability were found in PRP obtained by various methods, providing new data for further research.",2022,World journal of orthopedics,10.5312/wjo.v13.i6.587,2022-06-18,Maciej Dejnek; Jarosław Witkowski; Helena Moreira; Sylwia Płaczkowska; Piotr Morasiewicz; Paweł Reichert; Aleksandra Królikowska,Chemokines; Cytokines; Growth factors; Platelet-rich plasma,0.14452993757169985,0.094015800394872,-1,True,patients; bone; treatment; results; methods,Noise,True
35582158,Antibiotic-free antimicrobial poly (methyl methacrylate) bone cements: A state-of-the-art review.,"Prosthetic joint infection (PJI) is the most serious complication following total joint arthroplasty, this being because it is associated with, among other things, high morbidity and low quality of life, is difficult to prevent, and is very challenging to treat/manage. The many shortcomings of antibiotic-loaded poly (methyl methacrylate) (PMMA) bone cement (ALBC) as an agent for preventing and treating/managing PJI are well-known. One is that microorganisms responsible for most PJI cases, such as methicillin-resistant S. aureus , have developed or are developing resistance to gentamicin sulfate, which is the antibiotic in the vast majority of approved ALBC brands. This has led to many research efforts to develop cements that do not contain gentamicin (or, for that matter, any antibiotic) but demonstrate excellent antimicrobial efficacy. There is a sizeable body of literature on these so-called ""antibiotic-free antimicrobial"" PMMA bone cements (AFAMBCs). The present work is a comprehensive and critical review of this body. In addition to summaries of key trends in results of characterization studies of AFAMBCs, the attractive features and shortcomings of the literature are highlighted. Shortcomings provide motivation for future work, with some ideas being formulation of a new generation of AFAMBCs by, example, adding a nanostructured material and/or an extract from a natural product to the powder and/or liquid of the basis cement, respectively.",2022,World journal of orthopedics,10.5312/wjo.v13.i4.339,2022-04-18,Gladius Lewis,Antibiotic-free antimicrobial poly (methyl methacrylate) bone cement bone cement; Antibiotic-loaded poly (methyl methacrylate) bone cement bone cement; Periprosthetic joint infection; Poly (methyl methacrylate) bone cement,0.1611127149330557,0.1004833488506403,3,False,infection; pji; antibiotic; patients; infections,"Topic 3: infection, pji, antibiotic",True
34888153,Allergic dermatitis after knee arthroscopy with repeated exposure to Dermabond Prineo™ in pediatric patients: Two case reports.,"BACKGROUND: Allergic contact dermatitis (ACD) secondary to Dermabond Prineo™ is rare, but documented. To our knowledge, there are no described reports of this ACD reaction within the pediatric population following arthroscopic surgery. CASE SUMMARY: We report two cases of pediatric ACD upon second exposure to Dermabond Prineo™ after knee arthroscopy. Both cases presented within two weeks of the inciting second exposure. The cases resolved with differing described combinations of sterile cleaning, diphenhydramine, and antibiotic administration. No long-term sequelae were found. CONCLUSION: This case report elucidates the rare complication of allergic dermatitis secondary to Dermabond Prineo™ repeat exposure use in pediatric arthroscopy.",2021,World journal of orthopedics,10.5312/wjo.v12.i11.931,2021-11-18,James Robinson; Kevin P Smidt; Garrett Houk; Janay McKie; R Shane Barton; Patrick Massey,Arthroscopy; Case report; Contact dermatitis; Dermabond; Prineo; Sports medicine,0.16024731393329517,0.07004143029945252,3,False,infection; pji; antibiotic; patients; infections,"Topic 3: infection, pji, antibiotic",True
34888143,Preseason elimination impact on anterior cruciate ligament injury in the National Football League.,"BACKGROUND: Anterior cruciate ligament (ACL) injuries represent detrimental injuries in the National Football League (NFL). A significant portion of these injuries often occur in preseason exhibitions. The Coronavirus disease 2019 pandemic presented a unique disruption to preseason NFL football with the cancelation of all preseason games. AIM: To compare the incidence of ACL tears through the first eight weeks of the NFL season in 2020 to the mean incidence over the previous 5 seasons (2015-2019) and determine if there was any change in incidence with the elimination of the preseason. METHODS: NFL players who suffered ACL tears during the preseason and first eight weeks of the NFL season from 2015-2020 were identified. The number of ACL injuries for the 2015-2019 seasons was compared to the 2020 season for four different timeframes. For each analysis, the cumulative number of ACL injuries to that time point was used to calculate the percent difference for descriptive analysis. Additionally, the number of teams with at least one player suffering an ACL tear were identified and compared using Chi-Squared testing. Finally, a cumulative relative risk was calculated for each week played. RESULTS: There were 14 ACL tears through the first four games of the 2020 season, a 118.8% (14 vs 6.4) increase in comparison to the 5-year average over the first 4 regular season weeks of 2015-2019. However, when accounting for injuries occurring during the preseason from 2015-2019, there were 18.6% (14 vs 17.2) fewer total ACL injuries through regular season week 4 with no significant difference in percentage of teams impacted when these preseason injuries were accounted for P = 0.394. Results were similar (19 vs 17.2) over 8 total games played (whether regular season or preseason), and over 8 regular season games ( P = 0.196, P = 0.600). CONCLUSION: The elimination of the NFL preseason resulted in a higher rate of injuries during the first 4 games of the regular season. However, these increases are offset by the injuries typically sustained during the preseason. This suggests there may be front-loading of injuries over the course of an NFL season, such that players may be more prone to injury when the intensity of play suddenly increases, whether in the preseason or regular season.",2021,World journal of orthopedics,10.5312/wjo.v12.i11.833,2021-11-18,Michael Patetta; Benjamin Mayo; Omar Zaki Martini; Breanna Sullivan; Leonard Onsen; Mark Hutchinson,Anterior cruciate ligament; COVID-19; Ligamentous injury; National football league; Player safety; Preseason,0.1671350700706655,0.05741950833703906,-1,True,patients; bone; treatment; results; methods,Noise,True
34754832,Clinical outcome after surgery on schwannomas in the extremities.,"BACKGROUND: Schwannoma is a benign, encapsulated and slowly growing tumor originating from Schwann cells and is rarely seen in the peripheral nerve system. Typical symptoms are soreness, radiating pain and sensory loss combined with a soft tissue mass. AIM: To evaluate pre- and postoperative symptoms in patients operated for schwannomas in the extremities and investigate the rate of malignant transformation. METHODS: In this single center retrospective study design, all patients who had surgery for a benign schwannoma in the extremities from May 1997 to January 2018 were included. The location of the tumor in the extremities was divided into five groups; forearm, arm, shoulder, thigh and leg including foot. The locations of the tumor in the nerves were also categorized as either; proximal, distal, minor or major nerve. During the pre- and postoperative clinical evaluation, symptoms were classified as paresthesia, local pain, radiating pain, swelling, impairment of mobility/strength and asymptomatic tumors that were found incidentally (with magnetic resonance imaging). The patients were evaluated after surgery using the following categories: Asymptomatic or symptomatic patients (radiating and/or local pain) and those with complications. The follow up period was from the time of surgery until last examination of the particular physician. Multivariate logistic regression analysis was performed to identify independent prognostic factors for postoperative significant symptoms at follow-up. RESULTS: We identified 858 cases from the institutional pathology register. We excluded cases with duplicate diagnoses ( n = 407), pathology not including schwannomas ( n = 157), lesions involving the torso, spine and neck ( n = 150) leaving 144 patients for further analysis. In this group 99 patients underwent surgery and there were five complications recorded: 2 infections (treated with antibiotics) and 3 nerve palsies (2 involving the radial nerve and one involving the median nerve) that recovered spontaneously. At the end of follow-up, 1.4 mo (range 0.5-76) postoperatively, we recorded a post-operative decrease in clinical symptoms: Local pain 76% (6/25), radiating pain 97% (2/45), swelling 20% (8/10). Symptoms of paresthesia increased by 2.8% (37/36) and there was no change in motor weakness before and after surgery 1% (1/1). Multivariate analysis showed that tumors located within minor nerves had a significantly higher prevalence of postoperative symptoms compared with tumors in major nerves (odds ratio: 2.63; confidence intervals: 1.22-6.42, P = 0.029). One patient with schwannoma diagnosed by needle biopsy was diagnosed to have malignant transformation diagnosed in the surgically removed tumor. No local recurrences were reported. CONCLUSION: Surgery of schwannomas can be conducted with low risk of postoperative complications, acceptable decrease in clinical symptoms and risk of malignant transformation is low.",2021,World journal of orthopedics,10.5312/wjo.v12.i10.760,2021-10-18,Andreas Saine Granlund; Michala Skovlund Sørensen; Claus Lindkær Jensen; Birthe Højlund Bech; Michael Mørk Petersen,Extremities; Outcome; Removal; Schwannoma; Surgery; Symptoms,0.16059811853031114,0.13020803923513483,2,False,spinal; pain; lumbar; patients; spine,"Topic 2: spinal, pain, lumbar",True
34754830,Surgical treatment of metastatic bone disease of the distal extremities.,"Metastatic bone disease of the distal extremities, also known as acrometastasis, is very rare. Thus, there is very limited information regarding the clinical manifestations and methods of surgical treatment. The current available literature shows that acrometastases are often encountered in the context of advanced disease and are thus associated with poor patient survival. As metastatic bone disease is generally uncurable, the goal of surgical treatment is to provide the patient with good function with as few complications as possible. In this article, we discuss the clinical manifestation of acrometastases, the methods of surgical intervention, and the expected clinical outcome. Non-surgically managed pathological fractures generally remain ununited; therefore, conservative treatment is reserved for patients with poor general condition or dismal prognosis. The current evidence suggests that in lesions of the lower arm and leg, osteosynthesis (plate and screw fixation or intramedullary nail) is the most common method of reconstruction, whereas local excision or amputation are more commonly used in cases of more distal lesions (such as ankle, foot and hand). Following surgery most patients receive adjuvant radiotherapy, even though its role is poorly documented. Close collaboration between orthopedic surgeons and medical oncologists is necessary to improve patient care and treatment outcome. Further studies are needed in order to provide stronger clinical evidence and improve decision-making, in an effort to optimize the patients' quality of life and avoid the need for revision surgery.",2021,World journal of orthopedics,10.5312/wjo.v12.i10.743,2021-10-18,Jennifer Sebghati; Pendar Khalili; Panagiotis Tsagkozis,Distal extremities; Metastatic bone disease; Pathological fractures; Radiotherapy; Surgery,0.5829201363131893,0.15467232520968738,8,False,bone; treatment; lesions; patient; abc,"Topic 8: bone, treatment, lesions",True
34754828,Mixed reality for visualization of orthopedic surgical anatomy.,"In the modern era, preoperative planning is substantially facilitated by artificial reality technologies, which permit a better understanding of patient anatomy, thus increasing the safety and accuracy of surgical interventions. In the field of orthopedic surgery, the increase in safety and accuracy improves treatment quality and orthopedic patient outcomes. Artificial reality technologies, which include virtual reality (VR), augmented reality (AR), and mixed reality (MR), use digital images obtained from computed tomography or magnetic resonance imaging. VR replaces the user's physical environment with one that is computer generated. AR and MR have been defined as technologies that permit the fusing of the physical with the virtual environment, enabling the user to interact with both physical and virtual objects. MR has been defined as a technology that, in contrast to AR, enables users to visualize the depth and perspective of the virtual models. We aimed to shed light on the role that MR can play in the visualization of orthopedic surgical anatomy. The literature suggests that MR could be a valuable tool in orthopedic surgeon's hands for visualization of the anatomy. However, we remark that confusion exists in the literature concerning the characteristics of MR. Thus, a more clear description of MR is needed in orthopedic research, so that the potential of this technology can be more deeply understood.",2021,World journal of orthopedics,10.5312/wjo.v12.i10.727,2021-10-18,Dimitrios Chytas; Vasileios S Nikolaou,Anatomy; Artificial reality technologies; Augmented reality; Mixed reality; Orthopedic surgery; Three-dimensional visualization technologies,0.5242647589196447,0.10424933627000543,4,False,covid19; orthopaedic; pandemic; orthopedic; ai,"Topic 4: covid19, orthopaedic, pandemic",True
